2020-11-30 17:50:51,"b""Another good day on #DraftKings thanks to  @DFSCoachTalk and their #NFL DFS pros! If you're tired of donating money\xe2\x80\xa6 https://t.co/5fm6I403ic""",TylerAlonso,Cincinnati / GABP ,1048,802,,0,Twitter for Android
2020-11-30 17:44:34,"b'RT @detnewsRodBeard: #Pistons reach agreements to make #DraftKings, #FanDuel sports-betting partners: https://t.co/lxbRFYCD9s https://t.co/\xe2\x80\xa6'",idgachuck,,1150,269,,3,Twitter for iPhone
2020-11-30 17:40:28,"b'#Pistons reach agreements to make #DraftKings, #FanDuel sports-betting partners: https://t.co/lxbRFYCD9s https://t.co/FSmCqpAGLh'",detnewsRodBeard,Michigan,25150,1011,,3,TweetDeck
2020-11-30 17:37:12,"b'#Pistons Partner With #FanDuel, #DraftKings as #Mobile #Betting Nears \xe2\x80\x93 https://t.co/2UhInGHwcp https://t.co/Wpklhfmh3q'",TurnpikeSports,,1406,1030,,0,Twitter for Android
2020-11-30 17:36:58,"b'#Pistons Partner With #FanDuel, #DraftKings as #Mobile #Betting Nears \xe2\x80\x93 https://t.co/6iGOrv2yci https://t.co/mvnovKqfxc'",HOCRadio,"Princeton, NJ USA",4370,2751,,0,Twitter for Android
2020-11-30 17:33:59,b'https://t.co/Fmm4kmEJr1  11/30 (275) SEAHAWKS (SEA) vs. (276) EAGLES (PHA) #guaranteedpick   #expertpicks\xe2\x80\xa6 https://t.co/yMnIehZByI',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 17:30:21,b'RT @SportsWatch1: https://t.co/DVfMidZqtL  11/30 (275) SEAHAWKS (SEA) vs. (276) EAGLES (PHA) #guaranteedpick TAMPASPORTS  #expertpicks #spo\xe2\x80\xa6',FlashPugUK,"England, United Kingdom",720,655,,1,FlashPug ReTweeter Bot
2020-11-30 17:27:00,b'RT @dfsbachelor: NFL Week 12 Draftkings Picks + Fanduel Picks - Monday Night Football Sho... https://t.co/ksLXYXtzno via @YouTube \n#nfl #nf\xe2\x80\xa6',matt43402,,1353,2318,,1,Twitter Web App
2020-11-30 17:25:46,b'RT @VegasSyndicate: COLLEGE BASKETBALL CONTINUES TO CASH\xf0\x9f\x92\xb5\xf0\x9f\x92\xb5!\n\nRICHMOND +8\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\nHOFSTRA +15.5\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\n\nNOW 19-6-1 (76%) SEASON TO DATE\nMEMBERS UP A\xe2\x80\xa6',mamideep2,,12,576,,8,Twitter Web App
2020-11-30 17:22:25,b'https://t.co/DVfMidZqtL  11/30 (275) SEAHAWKS (SEA) vs. (276) EAGLES (PHA) #guaranteedpick TAMPASPORTS\xe2\x80\xa6 https://t.co/n9MIVnpalt',SportsWatch1,"Las Vegas, NV",12314,22798,,1,SWM Automated Tweets For Members
2020-11-30 17:21:56,b'Who wants our free card for CBB and NFL today? \n\nMust be following! #GamblingTwitter #FanDuel #sportsbetting #bettingtips #Freepicks',8Locks,"Chicago, IL",31,146,,0,Twitter for iPhone
2020-11-30 17:21:23,b'NFL Week 12 Draftkings Picks + Fanduel Picks - Monday Night Football Sho... https://t.co/ksLXYXtzno via @YouTube\xe2\x80\xa6 https://t.co/pMy16CWsJs',dfsbachelor,"Oregon, USA",5234,832,,1,Twitter Web App
2020-11-30 17:18:27,b'#DFS #FanDuel #FantasyFootball lineups for tonights #NFL\xc2\xa0 game between the Seahawks and Eagles. Good luck!\xf0\x9f\x92\xb0 \xf0\x9f\x92\xb0\n\n(DM\xe2\x80\xa6 https://t.co/OtblAzVsaj',ooDFSoo,,2,11,,0,Twitter for iPhone
2020-11-30 17:07:40,b'https://t.co/1ZabnKG276  11/30 (865) North Carolina v. (866) UNLV | 152.5 un +103 #freepick BBDOCUMENTED\xe2\x80\xa6 https://t.co/yXvoMYjKEx',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 17:05:16,"b""RT @WinDailySports: Check out the @WinDailySports #Showdown Throwdown on @SiriusXMFantasy! We're breaking down the #Seahawks #Eagles game f\xe2\x80\xa6""",MichaelRasile1,New Jersey,310,701,,1,Twitter Web App
2020-11-30 17:02:52,b'#CyberMonday deals inside!!\n\n#DFS #DraftKings #Fanduel #Fantasyfootball #NFL https://t.co/BaVimIGnYc',FantasyTipsBrad,"Appleton, WI",295,275,,0,Twitter for Android
2020-11-30 17:01:47,"b""RT @VegasSyndicate: VIP'S CHECK YOUR \xf0\x9f\x93\xb2\xf0\x9f\x93\xa8\n\nMORE #NCAAB WINNERS HAVE BEEN UNLEASHED\n\nAS WE BUILD ON OUR #1 RANKING IN THE WORLD\n\n17-5 (77%) /\xe2\x80\xa6""",mamideep2,,12,576,,8,Twitter Web App
2020-11-30 17:00:22,"b""Check out the @WinDailySports #Showdown Throwdown on @SiriusXMFantasy! We're breaking down the #Seahawks #Eagles ga\xe2\x80\xa6 https://t.co/mrIo0Z1Ikh""",WinDailySports,"New York, NY",9730,475,,1,Buffer
2020-11-30 16:58:47,"b""RT @VegasSyndicate: VIP'S CHECK YOUR \xf0\x9f\x93\xb2\xf0\x9f\x93\xa8\n\nMORE #NCAAB WINNERS HAVE BEEN UNLEASHED\n\nAS WE BUILD ON OUR #1 RANKING IN THE WORLD\n\n17-5 (77%) /\xe2\x80\xa6""",mamidharm,,15,697,,8,Twitter Web App
2020-11-30 16:55:59,b'Need help with lineups for the two-game #NFL slate on #FanDuel and #DraftKings? https://t.co/Rm16mgrNBk',ThunderDanDFS,"Pennsylvania, USA",4190,982,,0,Twitter for iPhone
2020-11-30 16:49:28,"b""I've had several questions if we are on the Texas vs. Davidson game. No we are not ....\n\n#1 College Basketball Serv\xe2\x80\xa6 https://t.co/vPGClboe4Z""",VegasSyndicate,"Henderson, Nevada",10350,3404,,1,Twitter Web App
2020-11-30 16:39:02,b'RT @VegasSyndicate: COLLEGE BASKETBALL CONTINUES TO CASH\xf0\x9f\x92\xb5\xf0\x9f\x92\xb5!\n\nRICHMOND +8\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\nHOFSTRA +15.5\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\n\nNOW 19-6-1 (76%) SEASON TO DATE\nMEMBERS UP A\xe2\x80\xa6',mamidharm,,15,697,,8,Twitter Web App
2020-11-30 16:33:13,b'RT @JerseyKidPicks: #BahrainGP #Sportspicks \n\nIt\xe2\x80\x99s awesome to have members that travel around the world for #SportsBetting  @BRIGGS_USA\xe2\x80\xa6',WallStreetWill2,"NEW YORK, USA",107,162,,5,Twitter Web App
2020-11-30 16:30:05,b'Cashkeg\xe2\x80\x99s Monday Night NFL DFS Showdown Breakdown \xe2\x80\x93 SEA @ PHI \xe2\x80\x93 @FanDuel Podcast\n\nhttps://t.co/HcYHmu3D3r\n\n#DFS -\xe2\x80\xa6 https://t.co/e4SV2mazXI',texan0322,Texas,2297,1122,,0,Twittimer
2020-11-30 16:21:01,b'RT @SportsWatch1: https://t.co/QokdFeTWYU  11/30 (307121) FAIRLEIGH DICKINSON (FDU) vs. (307122) Hofstra #guaranteedpick REALBOBBASPORTS #m\xe2\x80\xa6',FlashPugUK,"England, United Kingdom",720,655,,1,FlashPug ReTweeter Bot
2020-11-30 16:20:52,b'RT @SportsWatch1: https://t.co/VVcy0ZhlZs  11/30 (863) William &amp; Mary vs. (864) NC State #guaranteedpick REALBOBBASPORTS #marchmadness #exp\xe2\x80\xa6',FlashPugUK,"England, United Kingdom",720,655,,1,FlashPug ReTweeter Bot
2020-11-30 16:16:23,"b'Another NFL week, Another CLEAN SWEEP. I love DFS! #Fanduel #Dfs #Linestar #Money \xf0\x9f\xa4\x91\xf0\x9f\x94\xa5\xf0\x9f\xa4\x91\xf0\x9f\x94\xa5\xf0\x9f\xa4\x91 https://t.co/m9HUYeBusf'",SportsNerd1734,,26,104,,0,Twitter for iPhone
2020-11-30 16:16:21,b'https://t.co/QokdFeTWYU  11/30 (307121) FAIRLEIGH DICKINSON (FDU) vs. (307122) Hofstra #guaranteedpick REALBOBBASPO\xe2\x80\xa6 https://t.co/qX4Pu4jeAG',SportsWatch1,"Las Vegas, NV",12314,22798,,1,SWM Automated Tweets For Members
2020-11-30 16:15:38,b'https://t.co/VVcy0ZhlZs  11/30 (863) William &amp; Mary vs. (864) NC State #guaranteedpick REALBOBBASPORTS\xe2\x80\xa6 https://t.co/ZdetT0Ynhz',SportsWatch1,"Las Vegas, NV",12314,22798,,1,SWM Automated Tweets For Members
2020-11-30 16:15:06,b'https://t.co/6Oo06mc7zY  11/30 (861) Georgia State vs. (862) Mercer #guaranteedpick REALBOBBASPORTS #marchmadness\xe2\x80\xa6 https://t.co/Z5DrH92ldg',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 16:14:33,b'https://t.co/JwEQBftL5P  11/30 (845) Arkansas Little Rock vs. (846) Duquesne #guaranteedpick REALBOBBASPORTS\xe2\x80\xa6 https://t.co/OnOR1qwQDm',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 16:14:03,b'https://t.co/ca19LnOZXG  11/30 (843) Indiana vs. (844) Providence #guaranteedpick REALBOBBASPORTS #marchmadness\xe2\x80\xa6 https://t.co/JKu2r4Tr4b',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 16:13:30,b'https://t.co/TzJO1Xn6C4  11/30 (841) Texas vs. (842) Davidson #guaranteedpick REALBOBBASPORTS #marchmadness\xe2\x80\xa6 https://t.co/K0teVZD0PV',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 16:12:49,b'https://t.co/rfON1yMYmG  11/30 (275) SEAHAWKS (SEA) vs. (276) EAGLES (PHA) #guaranteedpick REALBOBBASPORTS\xe2\x80\xa6 https://t.co/3z02rqdAVP',SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 16:12:10,b'RT @SportsWatch1: https://t.co/Lk9pdnLF5t  11/30 (275) SEAHAWKS (SEA) vs. (276) EAGLES (PHA) #guaranteedpick REALBOBBASPORTS  #expertpicks\xe2\x80\xa6',BasketballAcdm,,2419,87,,1,TestRochezii1213
2020-11-30 16:12:08,b'https://t.co/Lk9pdnLF5t  11/30 (275) SEAHAWKS (SEA) vs. (276) EAGLES (PHA) #guaranteedpick REALBOBBASPORTS\xe2\x80\xa6 https://t.co/26dTbtxV4Y',SportsWatch1,"Las Vegas, NV",12314,22798,,1,SWM Automated Tweets For Members
2020-11-30 16:08:27,b'#CyberMonday #Sale 24 hours only! #FREE preview\xe2\x9e\xa1\xef\xb8\x8f https://t.co/dLBNGuv5It The #best #DailyFantasySports #DFScontent\xe2\x80\xa6 https://t.co/RNYCSdm98S',DFSPrimeLineups,Winners Lane,6166,834,,1,Twitter for iPhone
2020-11-30 16:01:01,"b'RT @AwesemoNFL: \xf0\x9f\x9a\xa8 LIVE NOW\n\nThe @AwesemoNFL DFS Recap &amp; Lessons Show\n\n@JoshEngleman, @Loughy_D, &amp; @ShipMyMoneyDFS recap Week 12 and apply s\xe2\x80\xa6'",elnegroloco_dfs,"New Haven, CT",552,473,,1,Twitter for iPhone
2020-11-30 16:00:50,"b'\xf0\x9f\x9a\xa8 LIVE NOW\n\nThe @AwesemoNFL DFS Recap &amp; Lessons Show\n\n@JoshEngleman, @Loughy_D, &amp; @ShipMyMoneyDFS recap Week 12 and\xe2\x80\xa6 https://t.co/RrkzaF0xVP'",AwesemoNFL,"Chicago, IL",8775,191,,1,Sprout Social
2020-11-30 16:00:49,"b'\xf0\x9f\x9a\xa8 LIVE NOW\n\nThe @AwesemoNFL DFS Recap &amp; Lessons Show\n\n@JoshEngleman, @Loughy_D, &amp; @ShipMyMoneyDFS recap Week 12 and\xe2\x80\xa6 https://t.co/yXi5qyvC3V'",Awesemo_Com,"Chicago, IL",25623,589,,0,Sprout Social
2020-11-30 15:54:06,"b""RT @dailysportpickz: If the Packers win Tonight on #SNF against the Bears I'll give one person who RTs this tweet and Follows Me all of my\xe2\x80\xa6""",Beanshockey,,96,181,,50,Twitter Web App
2020-11-30 15:52:19,b'RT @JerseyKidPicks: #FreePicks \n\nThis is just my opinion so don\xe2\x80\x99t go overboard\n\nhttps://t.co/Hv9QSNrGbc\n\n#SportsBetting #SportsPicks #Wager\xe2\x80\xa6',BEARS365LB,"Long Branch, NJ",55,281,,8,Twitter for Android
2020-11-30 15:44:53,b'RT @VegasSyndicate: COLLEGE BASKETBALL CONTINUES TO CASH\xf0\x9f\x92\xb5\xf0\x9f\x92\xb5\n\nBAYLOR -10\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\nRHODE ISLAND ML\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\nRICHMOND +8\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\nHOFSTRA +15.5\xe2\x9c\x85\xf0\x9f\x92\xb5\xf0\x9f\xa5\xb3\nVIRGINIA TECH\xe2\x80\xa6',VegasSyndicate,"Henderson, Nevada",10350,3404,,2,Twitter Web App
2020-11-30 15:41:29,b'$1 #CyberMonday Pass! \n\n\xf0\x9f\x91\x89 https://t.co/rpZwZ5DjN7\n\n#dfs #draftkings #fanduel #picks #nfl #FantasyFootball https://t.co/JI0sM11ZTB',AwesemoNFL,"Chicago, IL",8775,191,,0,Twitter for iPhone
2020-11-30 15:30:28,b'1-11 in my last 12 #FanDuel \n@FanDuel \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8',ItsJoeyDingDing,"Tampa, FL",462,818,,0,Twitter for iPhone
2020-11-30 15:22:59,"b""RT @VegasSyndicate: BOOOM\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5TD BUFFALO !\n\nWE HAVE 52 POINTS WITH 6:29 LEFT IN THE 2ND QUARTER... OUR VIP'S BET OVER 67... LETS GET THIS WI\xe2\x80\xa6""",mamideep2,,12,576,,15,Twitter Web App
2020-11-30 15:18:50,b'RT @SportsWatch1: https://t.co/X92b5ImfkM  11/30 (841) Texas vs. (842) Davidson #guaranteedpick BBDOCUMENTED #marchmadness #expertpicks #sp\xe2\x80\xa6',FlashPugUK,"England, United Kingdom",720,655,,1,FlashPug ReTweeter Bot
2020-11-30 15:18:19,b'Cashkeg\xe2\x80\x99s Monday Night NFL DFS Showdown Breakdown \xe2\x80\x93 SEA @ PHI \xe2\x80\x93 FanDuel Podcast https://t.co/V0yhdPQvJi #DFS #FanDuel #DraftKings',rflynndfs,"Cape Cod, MA",703,592,,0,IFTTT
2020-11-30 15:18:02,b'RT @DFSPrimeLineups: \xf0\x9f\x94\xa5Join #FREE \xe2\x9e\xa1\xef\xb8\x8f https://t.co/dLBNGuv5It\xf0\x9f\x94\xa5 as another #win was just posted for Team Prime!  The #best #DailyFantasySports\xe2\x80\xa6',miky938,Czech Republic,2665,313,,2,BotPoster
2020-11-30 15:14:42,b'Put money on the @eagles to cover tonight.\n\nPublic going to get hammered chasing the @Seahawks \n\n#DraftKings\xe2\x80\xa6 https://t.co/ovtFDEF0e7',ElusivElk,United States,468,519,,0,Twitter for Android
2020-11-30 15:13:24,"b'\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\nFanDuel NBA season long group available starting today. \n\nAs a #CyberMonday special, it will be $85 TOD\xe2\x80\xa6 https://t.co/fdFtgw6cWW'",dfspatriot22,"Boston, MA",3770,1243,,0,Twitter for iPhone
2020-11-30 15:11:41,b'RT @DFSPrimeLineups: \xf0\x9f\x94\xa5Join #FREE \xe2\x9e\xa1\xef\xb8\x8f https://t.co/dLBNGuv5It\xf0\x9f\x94\xa5 as another #win was just posted for Team Prime!  The #best #DailyFantasySports\xe2\x80\xa6',DFSPrimeLineups,Winners Lane,6166,834,,2,Twitter for iPhone
2020-11-30 15:11:27,b'RT @DFSPrimeLineups: \xf0\x9f\x94\xa5Join #FREE \xe2\x9e\xa1\xef\xb8\x8f https://t.co/dLBNGuv5It\xf0\x9f\x94\xa5 as another #win was just posted for Team Prime!  The #best #DailyFantasySports\xe2\x80\xa6',DFSPrimeLineups,Winners Lane,6166,834,,1,Twitter for iPhone
2020-11-30 15:11:18,b'RT @DFSPrimeLineups: \xf0\x9f\x94\xa5Join #FREE \xe2\x9e\xa1\xef\xb8\x8f https://t.co/dLBNGuv5It\xf0\x9f\x94\xa5 as another #win was just posted for Team Prime!  The #best #DailyFantasySports\xe2\x80\xa6',DFSPrimeLineups,Winners Lane,6166,834,,1,Twitter for iPhone
2020-11-30 15:10:25,b'RT @DFSPrimeLineups: \xf0\x9f\x94\xa5Join #FREE \xe2\x9e\xa1\xef\xb8\x8f https://t.co/dLBNGuv5It\xf0\x9f\x94\xa5  #DailyFantasySports \xf0\x9f\x8f\x86 #DFScontent\n\n\xf0\x9f\x94\xa5#NFL Week 12 Summary\xf0\x9f\x94\xa5\n#FD Early \xf0\x9f\x92\xb0\n#DK Ear\xe2\x80\xa6',DFSPrimeLineups,Winners Lane,6166,834,,1,Twitter for iPhone
2020-11-30 15:10:05,"b'Check out our SFTB NCAA Basketball FanDuel Picks for Nov 30, 2020. #NCAA #NCAABB #FanDuel #DFS &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/b22ns6cypa'",sportsftb,"Brooklyn, NY",503,937,,0,Sports from the Basement
2020-11-30 15:04:14,b'Cashkeg\xe2\x80\x99s Monday Night NFL DFS Showdown Breakdown \xe2\x80\x93 SEA @ PHI \xe2\x80\x93 FanDuel Podcast https://t.co/uZVi2wuIpK #DFS #FanDuel #DraftKings',keg4540,"Indianapolis, IN",1552,614,,0,IFTTT
2020-11-30 15:01:22,b'https://t.co/X92b5ImfkM  11/30 (841) Texas vs. (842) Davidson #guaranteedpick BBDOCUMENTED #marchmadness\xe2\x80\xa6 https://t.co/Sdw3vFOeSV',SportsWatch1,"Las Vegas, NV",12314,22798,,1,SWM Automated Tweets For Members
2020-11-30 15:01:09,b'\xf0\x9f\x9a\xa8\xf0\x9f\x8f\x88FREE for #MNF\xf0\x9f\x8f\x88\xf0\x9f\x9a\xa8\n\nThe @AwesemoNFL DFS Showdown/Single Game Rankings -- #Eagles vs. #Seahawks\xe2\x80\xa6 https://t.co/dRUCLOhcPY',Awesemo_Com,"Chicago, IL",25623,589,,0,Sprout Social
2020-11-30 15:00:47,b'\xf0\x9f\x9a\xa8 LIVE NOW\n\nThe @AwesemoNFL Monday Night Football Showdown Strategy Show -- #Eagles vs. #Seahawks\n\n@Loughy_D |\xe2\x80\xa6 https://t.co/Za6zYKXzpA',AwesemoNFL,"Chicago, IL",8775,191,,0,Sprout Social
2020-11-30 15:00:44,b'\xf0\x9f\x9a\xa8 LIVE NOW\n\nThe @AwesemoNFL Monday Night Football Showdown Strategy Show -- #Seahawks vs. #Eagles\n\n@Loughy_D |\xe2\x80\xa6 https://t.co/3WpSZj58WU',Awesemo_Com,"Chicago, IL",25623,589,,0,Sprout Social
2020-11-30 14:56:06,b'Cashkeg\xe2\x80\x99s Monday Night NFL DFS Showdown Breakdown \xe2\x80\x93 SEA @ PHI \xe2\x80\x93 FanDuel Podcast https://t.co/sSMyckYzEU #DFS #DFSARMY #DraftKings #FanDuel',dfsarmyda,,703,48,,0,IFTTT
2020-11-30 14:52:23,"b""https://t.co/3rlzzZfUpY  11/30 (853) ST. JOHN'S (NY) vs. (854) Boston College #guaranteedpick  #marchmadness\xe2\x80\xa6 https://t.co/oniAz1mNzQ""",SportsWatch1,"Las Vegas, NV",12314,22798,,0,SWM Automated Tweets For Members
2020-11-30 14:50:00,b'\xf0\x9f\x9a\xa8\xf0\x9f\x8f\x88FREE for #MNF\xf0\x9f\x8f\x88\xf0\x9f\x9a\xa8\n\nThe @AwesemoNFL DFS Showdown/Single Game Rankings\n\nhttps://t.co/lgKUTrEhCL\n\n#draftkings #fanduel\xe2\x80\xa6 https://t.co/LWTw1mGeWo',AwesemoNFL,"Chicago, IL",8775,191,,0,Twitter Web App
2020-11-30 14:49:08,b'RT @VegasSyndicate: \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 VERIFIED VIP CASH \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n \xf0\x9f\x92\x8e\xf0\x9f\x8e\xbe2ND INCOME U DESERVE\xf0\x9f\x8e\xbe\xf0\x9f\x92\x8e\n            \xf0\x9f\x94\xa5\xf0\x9f\x92\x8e PENN STATE \xf0\x9f\x92\x8e\xf0\x9f\x94\xa5\n\xf0\x9f\x8f\x88\xf0\x9f\x8f\xa7\xf0\x9f\x8f\x88\xf0\x9f\x8f\xa7\xf0\x9f\x8f\x88\xf0\x9f\x8f\xa7\xf0\x9f\x8f\x88\xf0\x9f\x8f\xa7\xf0\x9f\x8f\x88\xf0\x9f\x8f\xa7\xf0\x9f\x8f\x88\xf0\x9f\x8f\xa7\xf0\x9f\x8f\x88\n\n#GamblingTwitter #FanDu\xe2\x80\xa6',mamideep2,,12,576,,16,Twitter Web App
